1	0	2300000	p36.33	gneg
1	2300000	5400000	p36.32	gpos25
1	5400000	7200000	p36.31	gneg
1	7200000	9200000	p36.23	gpos25
1	9200000	12700000	p36.22	gneg
1	12700000	16200000	p36.21	gpos50
1	16200000	20400000	p36.13	gneg
1	20400000	23900000	p36.12	gpos25
1	23900000	28000000	p36.11	gneg
1	28000000	30200000	p35.3	gpos25
1	30200000	32400000	p35.2	gneg
1	32400000	34600000	p35.1	gpos25
1	34600000	40100000	p34.3	gneg
1	40100000	44100000	p34.2	gpos25
1	44100000	46800000	p34.1	gneg
1	46800000	50700000	p33	gpos75
1	50700000	56100000	p32.3	gneg
1	56100000	59000000	p32.2	gpos50
1	59000000	61300000	p32.1	gneg
1	61300000	68900000	p31.3	gpos50
1	68900000	69700000	p31.2	gneg
1	69700000	84900000	p31.1	gpos100
1	84900000	88400000	p22.3	gneg
1	88400000	92000000	p22.2	gpos75
1	92000000	94700000	p22.1	gneg
1	94700000	99700000	p21.3	gpos75
1	99700000	102200000	p21.2	gneg
1	102200000	107200000	p21.1	gpos100
1	107200000	111800000	p13.3	gneg
1	111800000	116100000	p13.2	gpos50
1	116100000	117800000	p13.1	gneg
1	117800000	120600000	p12	gpos50
1	120600000	121500000	p11.2	gneg
1	121500000	125000000	p11.1	acen
1	125000000	128900000	q11	acen
1	128900000	142600000	q12	gvar
1	142600000	147000000	q21.1	gneg
1	147000000	150300000	q21.2	gpos50
1	150300000	155000000	q21.3	gneg
1	155000000	156500000	q22	gpos50
1	156500000	159100000	q23.1	gneg
1	159100000	160500000	q23.2	gpos50
1	160500000	165500000	q23.3	gneg
1	165500000	167200000	q24.1	gpos50
1	167200000	170900000	q24.2	gneg
1	170900000	172900000	q24.3	gpos75
1	172900000	176000000	q25.1	gneg
1	176000000	180300000	q25.2	gpos50
1	180300000	185800000	q25.3	gneg
1	185800000	190800000	q31.1	gpos100
1	190800000	193800000	q31.2	gneg
1	193800000	198700000	q31.3	gpos100
1	198700000	207200000	q32.1	gneg
1	207200000	211500000	q32.2	gpos25
1	211500000	214500000	q32.3	gneg
1	214500000	224100000	q41	gpos100
1	224100000	224600000	q42.11	gneg
1	224600000	227000000	q42.12	gpos25
1	227000000	230700000	q42.13	gneg
1	230700000	234700000	q42.2	gpos50
1	234700000	236600000	q42.3	gneg
1	236600000	243700000	q43	gpos75
1	243700000	249250621	q44	gneg
10	0	3000000	p15.3	gneg
10	3000000	3800000	p15.2	gpos25
10	3800000	6600000	p15.1	gneg
10	6600000	12200000	p14	gpos75
10	12200000	17300000	p13	gneg
10	17300000	18600000	p12.33	gpos75
10	18600000	18700000	p12.32	gneg
10	18700000	22600000	p12.31	gpos75
10	22600000	24600000	p12.2	gneg
10	24600000	29600000	p12.1	gpos50
10	29600000	31300000	p11.23	gneg
10	31300000	34400000	p11.22	gpos25
10	34400000	38000000	p11.21	gneg
10	38000000	40200000	p11.1	acen
10	40200000	42300000	q11.1	acen
10	42300000	46100000	q11.21	gneg
10	46100000	49900000	q11.22	gpos25
10	49900000	52900000	q11.23	gneg
10	52900000	61200000	q21.1	gpos100
10	61200000	64500000	q21.2	gneg
10	64500000	70600000	q21.3	gpos100
10	70600000	74900000	q22.1	gneg
10	74900000	77700000	q22.2	gpos50
10	77700000	82000000	q22.3	gneg
10	82000000	87900000	q23.1	gpos100
10	87900000	89500000	q23.2	gneg
10	89500000	92900000	q23.31	gpos75
10	92900000	94100000	q23.32	gneg
10	94100000	97000000	q23.33	gpos50
10	97000000	99300000	q24.1	gneg
10	99300000	101900000	q24.2	gpos50
10	101900000	103000000	q24.31	gneg
10	103000000	104900000	q24.32	gpos25
10	104900000	105800000	q24.33	gneg
10	105800000	111900000	q25.1	gpos100
10	111900000	114900000	q25.2	gneg
10	114900000	119100000	q25.3	gpos75
10	119100000	121700000	q26.11	gneg
10	121700000	123100000	q26.12	gpos50
10	123100000	127500000	q26.13	gneg
10	127500000	130600000	q26.2	gpos50
10	130600000	135534747	q26.3	gneg
11	0	2800000	p15.5	gneg
11	2800000	10700000	p15.4	gpos50
11	10700000	12700000	p15.3	gneg
11	12700000	16200000	p15.2	gpos50
11	16200000	21700000	p15.1	gneg
11	21700000	26100000	p14.3	gpos100
11	26100000	27200000	p14.2	gneg
11	27200000	31000000	p14.1	gpos75
11	31000000	36400000	p13	gneg
11	36400000	43500000	p12	gpos100
11	43500000	48800000	p11.2	gneg
11	48800000	51600000	p11.12	gpos75
11	51600000	53700000	p11.11	acen
11	53700000	55700000	q11	acen
11	55700000	59900000	q12.1	gpos75
11	59900000	61700000	q12.2	gneg
11	61700000	63400000	q12.3	gpos25
11	63400000	65900000	q13.1	gneg
11	65900000	68400000	q13.2	gpos25
11	68400000	70400000	q13.3	gneg
11	70400000	75200000	q13.4	gpos50
11	75200000	77100000	q13.5	gneg
11	77100000	85600000	q14.1	gpos100
11	85600000	88300000	q14.2	gneg
11	88300000	92800000	q14.3	gpos100
11	92800000	97200000	q21	gneg
11	97200000	102100000	q22.1	gpos100
11	102100000	102900000	q22.2	gneg
11	102900000	110400000	q22.3	gpos100
11	110400000	112500000	q23.1	gneg
11	112500000	114500000	q23.2	gpos50
11	114500000	121200000	q23.3	gneg
11	121200000	123900000	q24.1	gpos50
11	123900000	127800000	q24.2	gneg
11	127800000	130800000	q24.3	gpos50
11	130800000	135006516	q25	gneg
12	0	3300000	p13.33	gneg
12	3300000	5400000	p13.32	gpos25
12	5400000	10100000	p13.31	gneg
12	10100000	12800000	p13.2	gpos75
12	12800000	14800000	p13.1	gneg
12	14800000	20000000	p12.3	gpos100
12	20000000	21300000	p12.2	gneg
12	21300000	26500000	p12.1	gpos100
12	26500000	27800000	p11.23	gneg
12	27800000	30700000	p11.22	gpos50
12	30700000	33300000	p11.21	gneg
12	33300000	35800000	p11.1	acen
12	35800000	38200000	q11	acen
12	38200000	46400000	q12	gpos100
12	46400000	49100000	q13.11	gneg
12	49100000	51500000	q13.12	gpos25
12	51500000	54900000	q13.13	gneg
12	54900000	56600000	q13.2	gpos25
12	56600000	58100000	q13.3	gneg
12	58100000	63100000	q14.1	gpos75
12	63100000	65100000	q14.2	gneg
12	65100000	67700000	q14.3	gpos50
12	67700000	71500000	q15	gneg
12	71500000	75700000	q21.1	gpos75
12	75700000	80300000	q21.2	gneg
12	80300000	86700000	q21.31	gpos100
12	86700000	89000000	q21.32	gneg
12	89000000	92600000	q21.33	gpos100
12	92600000	96200000	q22	gneg
12	96200000	101600000	q23.1	gpos75
12	101600000	103800000	q23.2	gneg
12	103800000	109000000	q23.3	gpos50
12	109000000	111700000	q24.11	gneg
12	111700000	112300000	q24.12	gpos25
12	112300000	114300000	q24.13	gneg
12	114300000	116800000	q24.21	gpos50
12	116800000	118100000	q24.22	gneg
12	118100000	120700000	q24.23	gpos50
12	120700000	125900000	q24.31	gneg
12	125900000	129300000	q24.32	gpos50
12	129300000	133851895	q24.33	gneg
13	0	4500000	p13	gvar
13	4500000	10000000	p12	stalk
13	10000000	16300000	p11.2	gvar
13	16300000	17900000	p11.1	acen
13	17900000	19500000	q11	acen
13	19500000	23300000	q12.11	gneg
13	23300000	25500000	q12.12	gpos25
13	25500000	27800000	q12.13	gneg
13	27800000	28900000	q12.2	gpos25
13	28900000	32200000	q12.3	gneg
13	32200000	34000000	q13.1	gpos50
13	34000000	35500000	q13.2	gneg
13	35500000	40100000	q13.3	gpos75
13	40100000	45200000	q14.11	gneg
13	45200000	45800000	q14.12	gpos25
13	45800000	47300000	q14.13	gneg
13	47300000	50900000	q14.2	gpos50
13	50900000	55300000	q14.3	gneg
13	55300000	59600000	q21.1	gpos100
13	59600000	62300000	q21.2	gneg
13	62300000	65700000	q21.31	gpos75
13	65700000	68600000	q21.32	gneg
13	68600000	73300000	q21.33	gpos100
13	73300000	75400000	q22.1	gneg
13	75400000	77200000	q22.2	gpos50
13	77200000	79000000	q22.3	gneg
13	79000000	87700000	q31.1	gpos100
13	87700000	90000000	q31.2	gneg
13	90000000	95000000	q31.3	gpos100
13	95000000	98200000	q32.1	gneg
13	98200000	99300000	q32.2	gpos25
13	99300000	101700000	q32.3	gneg
13	101700000	104800000	q33.1	gpos100
13	104800000	107000000	q33.2	gneg
13	107000000	110300000	q33.3	gpos100
13	110300000	115169878	q34	gneg
14	0	3700000	p13	gvar
14	3700000	8100000	p12	stalk
14	8100000	16100000	p11.2	gvar
14	16100000	17600000	p11.1	acen
14	17600000	19100000	q11.1	acen
14	19100000	24600000	q11.2	gneg
14	24600000	33300000	q12	gpos100
14	33300000	35300000	q13.1	gneg
14	35300000	36600000	q13.2	gpos50
14	36600000	37800000	q13.3	gneg
14	37800000	43500000	q21.1	gpos100
